Sales_ID,Date,Product_ID,Distributor_ID,Customer_ID,Units_Sold,Revenue,Target,Profit,Defect_Rate_%,Return_%,On_time_Delivery_%
S005414,2023-12-25,P0105,D0002,C00502,182,21114,54364,5859,0.78,4.44,89.23
S005415,2024-06-29,P0008,D0274,C00149,436,48515,35197,4021,3.95,4.68,93.84
S005416,2024-03-15,P0067,D0177,C00269,141,14998,1648,8952,7.44,4.21,83.88
S005417,2025-07-31,P0191,D0264,C00701,288,31279,58087,3834,2.12,2.7,91.71
S005418,2024-02-05,P0110,D0186,C00653,339,42834,34123,7840,7.54,4.25,89.08
S005419,2024-02-04,P0009,D0015,C00105,337,33981,3823,2145,5.29,3.61,91.75
S005420,2025-07-07,P0117,D0279,C00466,322,30789,9157,769,3.45,3.69,97.64
S005421,2025-08-25,P0011,D0194,C00764,82,15905,55270,6223,3.69,0.77,90.67
S005422,2025-01-16,P0099,D0198,C00929,442,31938,16581,1745,1.16,0.9,94.82
S005423,2025-04-23,P0042,D0064,C00902,167,13300,41311,9721,2.5,0.9,94.88
S005424,2024-12-04,P0141,D0290,C00281,411,19202,28961,3541,7.31,1.05,93.24
S005425,2025-04-13,P0164,D0018,C00407,334,4494,45894,1019,8.63,2.09,89.67
S005426,2024-04-23,P0120,D0064,C00856,54,1485,39037,7482,2.66,1.58,80.07
S005427,2024-11-14,P0141,D0251,C00613,463,41312,23763,5526,5.89,0.25,82.42
S005428,2024-03-31,P0012,D0017,C00794,456,20399,4934,2212,0.35,3.62,90.86
S005429,2025-02-15,P0037,D0141,C00900,73,45683,59535,4051,0.77,2.02,80.88
S005430,2024-12-15,P0074,D0245,C00358,213,37247,22998,511,9.64,0.39,80.91
S005431,2025-07-11,P0073,D0290,C00675,171,7929,8085,7519,8.97,3.95,82.52
S005432,2024-12-12,P0052,D0087,C00203,483,46174,47800,5367,0.81,0.1,84.66
S005433,2024-07-24,P0199,D0199,C00612,436,29603,17650,3399,8.22,2.8,99.99
S005434,2024-11-14,P0130,D0161,C00281,270,46967,8317,2958,1.03,3.79,82.41
S005435,2025-09-16,P0056,D0140,C00916,219,5937,30486,9512,8.29,1.86,85.42
S005436,2024-02-27,P0060,D0076,C00257,136,34431,19264,2850,9.14,2.87,93.66
S005437,2025-08-10,P0023,D0019,C00094,35,40084,18932,6414,1.53,0.25,93.53
S005438,2025-07-08,P0103,D0050,C00324,146,14074,34149,853,1.47,1.19,97.5
S005439,2023-12-27,P0040,D0232,C00791,183,1236,35403,1586,9.27,3.32,92.21
S005440,2024-10-30,P0064,D0295,C00739,78,24070,59028,9732,3.01,3.95,85.32
S005441,2025-03-30,P0085,D0012,C00362,308,12476,46561,3471,4.73,0.57,84.78
S005442,2024-01-16,P0151,D0015,C00662,253,20727,11476,5372,3.04,4.83,96.6
S005443,2024-08-12,P0157,D0028,C00351,328,40318,45618,7558,7.49,1.97,81.96
S005444,2025-01-28,P0179,D0292,C00062,433,47632,8417,2306,2.11,4.62,89.62
S005445,2024-03-31,P0197,D0250,C00641,392,19339,3637,2469,4.94,2.7,89.66
S005446,2024-01-28,P0089,D0098,C00187,421,23539,48893,7265,8.5,3.22,94.78
S005447,2025-09-07,P0031,D0039,C00580,236,1228,6570,7446,9.43,0.88,99.91
S005448,2025-07-08,P0178,D0038,C00915,322,22444,22233,3870,3.53,4.42,89.93
S005449,2024-04-03,P0020,D0300,C00542,337,28988,39818,7668,1.14,0.44,95.51
S005450,2023-11-15,P0183,D0179,C00897,77,24199,52103,1191,8.1,4.94,97.03
S005451,2023-12-27,P0130,D0097,C00304,374,17092,27021,8099,1.11,1.96,80.68
S005452,2024-08-27,P0153,D0282,C00787,462,36654,23329,9702,7.79,0.82,92.72
S005453,2023-10-06,P0013,D0238,C00639,425,13451,33679,943,6.89,3.03,97.69
S005454,2024-03-29,P0122,D0164,C00436,489,14991,50172,6453,5.78,4.33,94.41
S005455,2024-09-09,P0103,D0097,C00213,73,13669,13592,9954,9.39,1.99,95.47
S005456,2023-12-21,P0106,D0257,C00406,27,7874,29000,977,3.22,0.04,96.22
S005457,2024-05-08,P0119,D0262,C00818,404,30253,13891,6200,0.93,4.36,80.39
S005458,2024-01-31,P0070,D0293,C00962,38,24989,48910,6612,9.82,2.91,98.58
S005459,2025-02-04,P0195,D0258,C00134,254,20203,34777,5785,4.41,0.46,98.12
S005460,2025-09-09,P0186,D0249,C00960,396,3989,46500,3731,4.33,4.53,92.03
S005461,2024-05-16,P0099,D0245,C00917,426,43046,8779,1661,0.9,3.87,86.98
S005462,2024-08-25,P0082,D0251,C00993,86,8138,48369,5547,7.44,2.66,87.38
S005463,2025-08-27,P0075,D0123,C00915,357,35761,40908,9403,7.2,2.23,90.7
S005464,2025-01-31,P0118,D0169,C00219,434,29917,55439,2254,1.45,3.53,85.83
S005465,2024-08-10,P0084,D0175,C00421,359,36813,59425,303,2.34,1.81,91.32
S005466,2025-01-15,P0192,D0269,C00319,31,7193,20032,4776,0.16,3.27,92.36
S005467,2024-04-22,P0069,D0204,C00157,205,17157,8824,6179,8.9,0.75,94.57
S005468,2024-08-30,P0059,D0066,C00188,193,19376,15968,963,2.45,0.71,81.32
S005469,2024-01-12,P0188,D0059,C00476,230,20983,55004,3809,9.27,1.56,81.34
S005470,2025-06-11,P0126,D0219,C00162,181,48027,46379,7070,5.71,4.43,98.45
S005471,2025-08-12,P0111,D0266,C00129,245,35073,39153,8825,4.25,4.25,94.89
S005472,2023-10-10,P0062,D0141,C00304,40,23747,50012,5162,0.08,2.46,86.84
S005473,2024-06-28,P0144,D0236,C00089,329,32626,30757,9031,0.92,2.93,80.49
S005474,2025-03-18,P0128,D0218,C00895,423,39235,48192,4506,1.59,3.14,92.19
S005475,2025-08-16,P0105,D0015,C00917,394,5459,16017,2412,1.06,1.87,84.98
S005476,2025-03-19,P0068,D0138,C00162,157,6087,29332,8665,2.56,3.51,81.16
S005477,2023-12-21,P0015,D0232,C00922,168,15898,52604,2758,1.55,3.04,95.1
S005478,2025-03-03,P0183,D0089,C00036,158,42001,7508,4415,6.64,1.77,99.53
S005479,2024-07-17,P0035,D0077,C00227,130,15758,45927,1600,2.97,1.42,94.94
S005480,2025-06-14,P0183,D0136,C00151,82,48238,12933,619,7.18,4.9,82.24
S005481,2024-01-13,P0014,D0110,C00593,156,16121,13105,462,1.35,1.42,87.35
S005482,2024-10-14,P0177,D0091,C00047,175,18666,45756,1576,2.09,0.87,84.96
S005483,2025-04-25,P0102,D0190,C00716,288,47270,25960,2112,7.87,4.17,87.48
S005484,2024-07-31,P0100,D0073,C00940,88,32999,54256,3424,6.34,4.05,91.15
S005485,2024-02-03,P0007,D0173,C00660,102,48851,44522,5955,0.96,1.19,92.7
S005486,2024-04-15,P0030,D0035,C00231,248,49915,8536,8291,9.59,4.24,86.16
S005487,2025-05-28,P0049,D0210,C00539,206,49993,23836,5363,7.63,4.56,93.49
S005488,2024-02-13,P0144,D0298,C00701,89,39877,3217,630,5.53,1.66,93.69
S005489,2024-09-14,P0111,D0133,C00165,345,35888,17530,4247,3.43,1.64,99.86
S005490,2025-06-01,P0179,D0283,C00724,288,45105,29165,2802,0.94,0.65,89.62
S005491,2023-11-26,P0072,D0198,C00820,411,28258,19310,9869,3.58,3.05,86.57
S005492,2025-05-27,P0080,D0032,C00587,310,14893,4754,1731,3.23,3.47,97.16
S005493,2024-07-01,P0083,D0136,C00604,96,21880,42039,946,0.78,0.37,83.36
S005494,2024-10-15,P0042,D0248,C00574,440,32712,30475,7945,7.84,1.04,88.94
S005495,2025-04-21,P0017,D0146,C00066,159,30943,7595,9187,4.15,1.35,92.53
S005496,2024-05-20,P0191,D0143,C00920,114,6306,29113,9648,8.9,2.23,82.85
S005497,2024-07-04,P0173,D0234,C00080,24,29300,18361,1719,1.58,4.12,81.09
S005498,2024-08-14,P0007,D0044,C00140,163,25107,55054,1970,3.18,1.12,87.94
S005499,2024-05-25,P0155,D0032,C00400,286,39646,14866,2346,2.79,4.04,87
S005500,2025-06-24,P0010,D0231,C00932,353,11709,39820,9754,8.65,4.45,94.9
S005501,2024-06-10,P0034,D0028,C00130,55,33481,20188,2297,5.08,1,90.66
S005502,2024-07-18,P0036,D0160,C00985,64,15914,57731,6293,1.42,4.96,80.45
S005503,2025-08-02,P0153,D0207,C00766,33,32175,59929,1463,3.57,2.58,98.38
S005504,2025-09-03,P0006,D0018,C00446,46,29412,5390,3702,9.43,2.76,97.22
S005505,2023-10-19,P0152,D0103,C00832,219,17151,10345,9150,5.51,3.08,81.49
S005506,2023-11-21,P0146,D0070,C00029,481,6009,7012,9069,0.37,4.01,85.1
S005507,2024-06-15,P0134,D0119,C00988,289,21246,6883,8341,0.58,3.27,92.48
S005508,2025-08-11,P0029,D0139,C00202,196,2345,55436,475,2.36,3.67,83.61
S005509,2025-07-08,P0126,D0160,C00237,253,11628,42572,122,6.21,2.2,99.48
S005510,2024-07-24,P0153,D0232,C00599,448,44793,28506,2772,2.45,2.95,88.41
S005511,2024-11-08,P0183,D0148,C00608,286,40900,43770,1129,8.5,1.24,94.09
S005512,2024-10-20,P0081,D0243,C00799,236,22026,20962,4475,6.29,1.82,90.22
S005513,2024-11-01,P0174,D0035,C00339,79,46464,21548,492,3.01,3.16,86.17
S005514,2024-11-17,P0152,D0239,C00399,413,30289,5651,3617,3.94,0.21,93.94
S005515,2025-08-03,P0075,D0149,C00439,446,30432,3956,9385,3.75,2.89,89.51
S005516,2025-03-08,P0026,D0111,C00289,92,20607,39549,9789,3.14,2.75,92.72
S005517,2023-12-26,P0127,D0017,C00252,96,20860,30171,6224,6.3,0.93,87.86
S005518,2024-05-25,P0115,D0226,C00977,228,6097,36974,7601,2.02,4.67,99.95
S005519,2024-01-16,P0126,D0140,C00692,286,28114,50025,8775,2.92,0.42,84.13
S005520,2024-03-02,P0028,D0144,C00100,362,14473,50981,5023,0.85,0.26,83.66
S005521,2024-09-27,P0131,D0260,C00916,235,43395,38365,8522,3.76,4.31,80.19
S005522,2025-05-19,P0075,D0217,C00585,102,25831,42933,186,0.64,4.2,97.41
S005523,2025-06-18,P0166,D0162,C00422,252,23106,28992,4584,0.18,1.98,83.14
S005524,2024-10-01,P0189,D0092,C00643,490,11609,59073,1743,6.46,4.88,84.93
S005525,2024-06-28,P0078,D0174,C00694,140,5746,26476,9010,1.62,4.88,84.13
S005526,2025-01-09,P0179,D0205,C00706,323,31384,1659,4932,0.35,0.62,99.58
S005527,2024-03-21,P0090,D0153,C00018,143,17459,8805,2329,0.68,2.4,97.06
S005528,2024-04-27,P0176,D0103,C00471,240,32288,1760,2569,1.99,0.27,94.98
S005529,2025-08-04,P0021,D0202,C00638,266,37379,31773,6696,7.21,1.79,87.76
S005530,2024-10-27,P0054,D0280,C00723,342,9001,42291,2348,0.12,0.36,80.14
S005531,2025-04-16,P0184,D0065,C00007,61,37160,34726,682,7.27,0.8,99.36
S005532,2024-03-31,P0103,D0117,C00419,23,11184,29067,4219,5.97,4.46,84.07
S005533,2024-06-22,P0059,D0153,C00380,11,13949,43718,972,5.14,4.22,81.32
S005534,2023-10-11,P0072,D0156,C00508,16,38879,39608,2483,9.09,4.29,87.61
S005535,2025-01-03,P0179,D0164,C00114,49,45338,56951,8264,8.3,0.16,85.57
S005536,2025-04-21,P0020,D0082,C00852,366,7119,5408,3821,4.19,2.85,98.88
S005537,2024-08-04,P0112,D0006,C00511,336,36162,2855,9784,0.07,3.87,80.55
S005538,2024-01-02,P0059,D0067,C00596,398,35184,28785,7416,7.11,3.46,99.58
S005539,2025-04-13,P0071,D0238,C00851,390,8843,17738,6997,0.48,2.5,91.73
S005540,2024-12-09,P0137,D0072,C00873,170,27805,6621,1194,2.78,0.61,86
S005541,2024-12-26,P0109,D0095,C00976,401,9431,36040,4107,4.93,3.87,97.36
S005542,2024-03-10,P0129,D0078,C00614,119,19161,54346,4587,0.99,4.45,88.34
S005543,2025-04-04,P0157,D0067,C00469,479,40082,48410,2395,6.79,1.34,90.65
S005544,2025-05-18,P0191,D0176,C00093,42,39532,38658,9420,3.21,2.7,82.85
S005545,2024-05-26,P0200,D0172,C00492,10,49720,28014,5271,3.62,2.45,97.61
S005546,2023-10-07,P0056,D0255,C00828,430,29836,4162,2405,6.48,3.67,97.57
S005547,2025-08-01,P0196,D0063,C00102,468,37926,21264,5704,3.98,4.63,95.03
S005548,2024-05-18,P0035,D0246,C00493,49,5146,40285,8697,2.25,2.27,94.52
S005549,2025-07-09,P0123,D0192,C00763,265,20015,9395,1754,1.77,2.31,84
S005550,2024-10-29,P0131,D0071,C00536,207,31762,54117,5081,7.24,1.13,88.85
S005551,2024-08-11,P0104,D0229,C00485,167,45866,1608,9879,7.51,0.9,81.84
S005552,2024-10-31,P0007,D0063,C00989,2,44970,28256,6610,1.96,0.19,91.83
S005553,2025-02-02,P0027,D0297,C00479,68,6440,9076,3873,3.19,4.09,84.22
S005554,2025-09-23,P0001,D0245,C00877,308,20773,34908,4545,9.57,2.01,85.97
S005555,2024-10-03,P0199,D0007,C00167,472,49343,13353,6869,9.84,0.37,96.31
S005556,2025-07-24,P0172,D0260,C00140,210,13268,27754,7973,5.85,2.76,99.7
S005557,2024-05-02,P0087,D0089,C00094,139,26790,5874,2202,7.57,1.68,87.6
S005558,2025-04-02,P0041,D0177,C00181,37,20945,5996,3952,7.48,4.86,95.89
S005559,2023-10-24,P0123,D0204,C00576,218,22925,22307,9087,3.96,2.24,82.64
S005560,2023-10-11,P0075,D0134,C00004,456,8658,47465,3004,0.48,0.51,90.58
S005561,2024-12-29,P0042,D0082,C00606,278,26191,9173,1553,7.41,3.19,91.02
S005562,2025-01-16,P0117,D0021,C00389,180,38426,40003,9170,1.36,3.97,97.76
S005563,2025-01-31,P0161,D0128,C00272,5,8421,6196,8678,2.9,2.91,84.83
S005564,2025-04-30,P0178,D0195,C00795,130,10322,8917,2534,3.16,3.87,81.28
S005565,2025-09-23,P0063,D0194,C00132,133,23014,49379,9472,3.49,1.5,87
S005566,2025-03-29,P0165,D0184,C00584,99,6355,1738,4619,4.66,2.66,94.92
S005567,2025-09-04,P0187,D0247,C00816,160,10713,15183,886,5.02,4.14,80.92
S005568,2024-02-14,P0127,D0160,C00904,236,41780,24871,6903,4.84,0.38,82.92
S005569,2023-12-13,P0176,D0194,C00593,147,21835,11892,3319,1.63,1.3,80.91
S005570,2024-03-15,P0133,D0110,C00512,359,36432,37491,7358,6.49,3.13,89.93
S005571,2024-04-14,P0048,D0066,C00686,115,38630,1657,6799,7.9,2.53,96.5
S005572,2024-02-18,P0003,D0254,C00812,4,25879,24696,1873,4.62,3.85,85.33
S005573,2025-09-01,P0116,D0283,C00963,87,45939,20110,2142,8.38,0.89,80.63
S005574,2024-08-07,P0175,D0060,C00987,46,11086,10301,9916,4.44,4.24,83.53
S005575,2024-11-30,P0190,D0118,C00052,83,35283,53364,7269,5.68,3.09,81.67
S005576,2024-01-21,P0099,D0044,C00290,154,1583,23572,7708,0.7,1.02,91.07
S005577,2025-05-23,P0116,D0210,C00446,306,32860,31335,9540,1.47,0.28,90
S005578,2025-09-18,P0014,D0036,C00237,282,47721,25421,4342,7.67,4.91,84.9
S005579,2024-08-07,P0191,D0019,C00789,327,27622,3164,1725,2.49,2.22,96.85
S005580,2025-04-30,P0112,D0091,C00491,288,41676,42106,1571,0.94,1.34,88.22
S005581,2025-07-25,P0061,D0212,C00280,111,31173,46015,5649,5.68,0.9,99.38
S005582,2025-02-08,P0159,D0222,C00044,117,45525,40570,1446,0.94,1.22,84.66
S005583,2024-12-19,P0095,D0217,C00882,97,45262,55292,9406,6.84,2.45,92.45
S005584,2023-10-04,P0017,D0223,C00766,428,17255,5631,113,6.89,4.26,95.91
S005585,2023-11-05,P0124,D0098,C00937,282,5459,36997,9463,4.53,1.04,83.78
S005586,2024-11-30,P0024,D0019,C00925,189,22949,55319,1926,6.86,1.84,95.87
S005587,2024-05-17,P0116,D0297,C00359,88,2968,21898,8700,7.99,3.99,97.69
S005588,2023-11-23,P0151,D0026,C00646,307,36299,38997,5607,1.98,3.32,93.35
S005589,2025-08-25,P0082,D0028,C00568,443,30621,32732,4252,6.5,0.14,97.92
S005590,2025-02-07,P0050,D0064,C00526,87,40157,53752,2661,6.92,1.25,87.85
S005591,2025-06-18,P0079,D0223,C00690,422,9955,28951,2002,1.94,0.64,88.04
S005592,2024-08-10,P0079,D0080,C00462,26,28254,24009,8696,7.27,0.21,80.37
S005593,2024-10-13,P0070,D0051,C00101,380,29387,45598,8016,7.2,4.74,95.98
S005594,2025-09-14,P0027,D0102,C00692,429,32084,49264,5820,1.57,3.1,80.66
S005595,2025-02-24,P0015,D0176,C00984,31,1901,6196,958,3.17,2.71,85.28
S005596,2024-08-18,P0050,D0010,C00461,126,31905,52469,308,9.41,4.3,92.4
S005597,2024-10-26,P0036,D0237,C00769,198,27094,34689,2290,0.71,2.96,92.15
S005598,2025-07-07,P0008,D0100,C00268,301,39733,22171,8209,2.29,2.89,89.61
S005599,2025-02-06,P0079,D0228,C00883,31,37024,30483,7894,5.79,1.01,92.35
S005600,2025-06-12,P0131,D0064,C00362,367,39274,29115,1922,9.69,3.1,86.45
S005601,2024-07-31,P0190,D0019,C00408,317,31999,23154,7841,2.57,3.34,84.07
S005602,2025-01-30,P0047,D0141,C00037,432,45946,54042,645,8.17,4.41,85.86
S005603,2024-12-18,P0105,D0025,C00468,232,2693,41617,9095,3.67,2.13,84.95
S005604,2024-11-15,P0098,D0228,C00966,45,35897,54489,1227,3.52,1.02,88.58
S005605,2025-09-24,P0096,D0089,C00716,493,37779,21413,6576,9.96,2.85,95.17
S005606,2023-12-16,P0189,D0092,C00981,316,2365,36746,4192,8.17,4.86,86.5
S005607,2024-05-05,P0160,D0042,C00259,189,9387,10279,346,2.49,0.38,87.12
S005608,2025-01-22,P0116,D0295,C00509,52,7203,28742,8756,1.86,0.02,93.95
S005609,2025-07-29,P0013,D0081,C00667,52,33918,39545,6544,0.84,0.18,98.27
S005610,2025-09-14,P0001,D0107,C00750,332,6180,23925,719,4.83,4.16,85.21
S005611,2024-07-10,P0034,D0111,C00309,499,31342,24415,2058,3.35,0.01,94.71
S005612,2024-04-14,P0190,D0277,C00612,465,34098,3096,6781,3.81,1.11,92.48
S005613,2024-12-06,P0079,D0214,C00273,318,28686,6572,9521,4.31,4.91,90.43
S005614,2025-08-01,P0078,D0231,C00625,410,45649,19576,8648,9.91,3.73,80.38
S005615,2025-03-25,P0121,D0121,C00110,323,8400,51068,2478,0.03,1.09,87.61
S005616,2025-05-06,P0093,D0134,C00655,79,44908,13685,3451,4.26,1.11,84.11
S005617,2025-06-02,P0098,D0208,C00679,49,28817,30442,984,0.65,2.29,82.8
S005618,2024-02-13,P0082,D0257,C00260,230,11587,22150,6685,6.73,0.38,85.51
S005619,2025-02-23,P0199,D0185,C00657,344,35812,31424,9749,0.5,3.27,93.06
S005620,2024-08-03,P0159,D0286,C00742,371,39413,39190,6443,7.67,2.48,90.77
S005621,2025-04-24,P0192,D0180,C00907,478,23938,26003,650,8.68,2.1,88.74
S005622,2024-01-24,P0153,D0048,C00268,44,20983,20472,8491,9.71,2.45,82.9
S005623,2024-08-13,P0038,D0087,C00032,292,24425,5176,9682,1.21,1.36,95.57
S005624,2024-10-09,P0014,D0019,C00923,437,6010,11423,3842,9.79,1.07,89.62
S005625,2024-07-09,P0136,D0046,C00940,247,8848,40378,1543,4.12,0.34,92.9
S005626,2023-11-28,P0091,D0056,C00811,428,23029,41006,4874,6.33,3.13,80.74
S005627,2025-08-19,P0054,D0229,C00731,219,45974,23617,8568,0,2.47,97.85
S005628,2024-11-23,P0130,D0145,C00177,22,48346,59052,153,3.7,3.56,90.36
S005629,2023-09-27,P0101,D0092,C00104,130,17190,21047,263,3.53,4.47,86.99
S005630,2025-02-07,P0089,D0082,C00236,7,33026,35749,6898,5.04,4.97,96.54
S005631,2025-01-14,P0056,D0225,C00093,272,44630,51540,2889,1.33,1.14,96.23
S005632,2024-04-21,P0094,D0079,C00201,472,18959,58546,4617,6.9,0.84,84.4
S005633,2025-05-17,P0093,D0150,C00811,350,40491,53454,9545,5.96,4.56,87.42
S005634,2024-03-12,P0084,D0283,C00899,44,6754,30270,9621,2.12,2.01,92.11
S005635,2024-06-04,P0085,D0160,C00743,240,3213,49866,9277,9.84,4.02,99.97
S005636,2023-11-19,P0189,D0156,C00925,366,10855,54253,5459,0.06,0.68,95.73
S005637,2024-10-25,P0022,D0156,C00767,65,9555,44364,5752,3.36,1.47,81
S005638,2025-03-17,P0035,D0202,C00597,246,49279,45480,1180,2.62,0.06,94.72
S005639,2024-12-25,P0016,D0117,C00035,475,6544,49864,8950,5.6,4.95,89.81
S005640,2025-04-26,P0050,D0154,C00117,73,22137,4217,5248,8.88,0.03,80.37
S005641,2024-10-19,P0122,D0119,C00688,71,37400,11294,2365,6.58,0.86,89.06
S005642,2024-04-18,P0128,D0199,C00458,197,6588,6816,4741,0.48,2.79,86.55
S005643,2024-09-22,P0113,D0263,C00471,189,40426,42106,948,8.63,4.25,82.09
S005644,2024-08-29,P0171,D0184,C00935,158,26850,38449,8757,2.65,3.97,90.66
S005645,2024-06-28,P0017,D0148,C00985,426,10637,59323,4761,1.1,1.27,98.83
S005646,2024-01-20,P0080,D0166,C00920,475,5827,26311,7811,4.33,4.4,97.49
S005647,2023-10-30,P0186,D0075,C00788,330,28533,32975,4699,8.99,0.35,91.21
S005648,2024-07-11,P0130,D0236,C00399,25,39906,16827,5761,0.35,1.66,84.13
S005649,2025-05-31,P0132,D0272,C00597,338,12648,26270,9666,6.26,1.32,82.29
S005650,2024-07-16,P0085,D0179,C00117,71,39747,47175,6211,3.32,3.28,93.68
S005651,2024-05-06,P0167,D0283,C00362,313,16738,8658,5615,6.23,0.19,87.84
S005652,2023-09-30,P0094,D0051,C00204,223,14539,7052,8710,2.66,4.27,90.44
S005653,2024-03-08,P0134,D0075,C00146,160,11357,1853,1559,9.67,4.81,95.55
S005654,2025-02-04,P0081,D0144,C00444,306,26585,1247,4632,1.14,1.18,92.05
S005655,2024-02-11,P0069,D0188,C00727,493,16594,47604,6129,1.58,4.51,81.53
S005656,2024-12-11,P0069,D0123,C00617,75,39055,16429,6389,0.46,4.53,99.72
S005657,2024-04-18,P0148,D0251,C00861,138,44779,23876,2313,7.95,3.13,82.88
S005658,2025-03-04,P0192,D0296,C00297,406,49033,38305,697,0.94,2.53,99.6
S005659,2024-06-04,P0016,D0130,C00868,479,42655,11495,9481,2.77,3.87,90.15
S005660,2023-11-06,P0051,D0252,C00581,41,5617,43369,5628,2.06,2.59,96.78
S005661,2024-06-11,P0105,D0180,C00487,303,43342,28128,8737,3.54,3.72,82.48
S005662,2024-04-09,P0165,D0110,C00986,398,11687,12963,4849,7.66,0.46,97.23
S005663,2024-05-01,P0197,D0078,C00767,387,7796,3463,146,9.5,1.43,82.59
S005664,2024-02-25,P0170,D0002,C00231,472,40801,15654,9804,8.79,1.97,97.8
S005665,2025-03-11,P0185,D0276,C00203,334,7747,53889,7990,8.41,1.03,88.85
S005666,2025-01-21,P0066,D0290,C00362,309,47176,10177,1386,4.17,1.15,97.23
S005667,2024-06-24,P0009,D0297,C00395,16,8936,55933,2801,8.02,3.81,85.51
S005668,2024-01-13,P0107,D0169,C00248,375,33293,7473,1042,7.77,0.87,94.16
S005669,2025-06-07,P0100,D0240,C00440,189,18142,41079,2390,2.48,0.56,95.48
S005670,2024-11-03,P0086,D0023,C00914,28,35047,22750,1003,2.62,1.4,90
S005671,2025-03-17,P0064,D0294,C00396,163,13696,4134,5552,4.99,0.8,97.3
S005672,2023-11-12,P0022,D0172,C00761,488,14097,49809,2759,9.63,1.02,93.66
S005673,2024-05-11,P0162,D0286,C00656,386,7228,5000,1231,1.08,3.91,86.29
S005674,2024-05-09,P0183,D0193,C00795,317,49056,17173,2468,9.88,2.21,98.59
S005675,2024-04-07,P0157,D0169,C00356,440,29149,8670,7048,1.59,2.17,86.8
S005676,2025-08-14,P0166,D0118,C00401,482,15141,57555,3644,4.86,2.62,94.62
S005677,2025-05-16,P0110,D0006,C00241,55,21354,10612,8758,3.04,0.45,93.85
S005678,2024-01-07,P0097,D0132,C00341,274,46597,22280,4157,4.2,4.94,82.64
S005679,2024-11-11,P0018,D0093,C00887,455,2526,50274,4950,9.58,4.24,88.56
S005680,2024-05-21,P0071,D0251,C00229,305,33958,52469,4134,6.32,1.46,91.49
S005681,2023-10-23,P0193,D0010,C00543,102,2873,56303,1235,2.98,0.28,83.73
S005682,2025-01-24,P0127,D0051,C00621,42,8958,24257,9770,6.28,3.09,81.99
S005683,2025-04-10,P0097,D0294,C00931,263,12207,56637,4483,4.52,2.96,90.92
S005684,2024-06-13,P0001,D0129,C00539,388,8368,42645,5672,9.43,1.55,83.07
S005685,2024-03-16,P0132,D0249,C00855,171,8489,2661,8632,3.53,1.7,95.76
S005686,2024-02-15,P0004,D0102,C00672,208,41636,8482,759,5.84,2.63,97.11
S005687,2023-11-14,P0125,D0083,C00529,315,25833,20259,285,8.49,4.4,81.88
S005688,2025-02-24,P0082,D0191,C00267,49,9346,30007,2176,9.59,0.55,94.06
S005689,2024-12-19,P0027,D0143,C00129,60,39374,24275,1531,7.99,2.55,94.64
S005690,2025-05-19,P0171,D0237,C00220,6,46053,30532,846,9.36,2.19,81.32
S005691,2024-06-13,P0059,D0287,C00082,148,21286,13092,3934,4.64,2.33,91.93
S005692,2025-05-19,P0032,D0277,C00561,287,44235,35931,8824,7.65,4.55,92.43
S005693,2025-01-03,P0161,D0291,C00553,211,40428,20222,7156,0.95,2.72,90.24
S005694,2024-10-03,P0028,D0169,C00020,372,46129,20844,7359,5.94,3.47,93.8
S005695,2025-01-25,P0106,D0144,C00327,150,19796,41020,3075,0.14,4.56,84.94
S005696,2025-02-08,P0105,D0184,C00037,85,48566,41567,6415,2.6,1.51,85.23
S005697,2024-04-25,P0183,D0045,C00382,466,41726,14475,4309,6.66,1.79,98.48
S005698,2024-05-10,P0188,D0243,C00912,160,4160,59515,9413,1.72,1.13,93.58
S005699,2024-03-11,P0070,D0268,C00039,47,29181,34322,7522,2,3.26,87.94
S005700,2024-03-07,P0062,D0253,C00109,162,4371,12399,3193,0.62,1.27,93.43
S005701,2024-03-16,P0034,D0289,C00429,499,43020,41693,9436,7.47,1.17,94.96
S005702,2025-03-01,P0087,D0212,C00064,155,47553,28865,8502,4.48,4.93,86.04
S005703,2025-04-12,P0114,D0177,C00175,230,37119,5008,3873,8.88,3.49,90.39
S005704,2024-05-27,P0106,D0021,C00791,300,34228,54753,2963,3.62,4.07,82.29
S005705,2025-02-04,P0056,D0052,C00032,158,47248,2816,7915,4.35,4.84,92.02
S005706,2024-08-12,P0113,D0233,C00945,161,3117,8539,2533,4.95,4.86,93.76
S005707,2025-04-07,P0013,D0123,C00721,411,7356,48337,7551,8.61,1.67,94.86
S005708,2024-02-26,P0184,D0100,C00891,247,35374,16474,2023,2.92,2.59,99.21
S005709,2023-11-10,P0018,D0214,C00531,56,33839,50340,740,0.52,4.62,83.34
S005710,2025-05-08,P0182,D0135,C00106,151,46883,51592,9906,6.27,0.13,81.39
S005711,2025-07-09,P0113,D0218,C00482,299,31899,34988,1584,8.26,4.58,98.85
S005712,2025-01-13,P0171,D0088,C00206,467,7351,52749,5954,5.56,4.29,92.97
S005713,2024-05-10,P0039,D0280,C00247,54,13464,24051,3892,3.2,2.34,91.26
S005714,2024-05-29,P0189,D0040,C00835,223,1706,14947,2025,6.3,2.58,88.47
S005715,2024-05-18,P0170,D0240,C00679,254,16660,44828,1431,9.91,0.24,88.82
S005716,2024-12-15,P0079,D0136,C00089,68,19312,11253,5552,5.74,2.78,85.94
